Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	short sequence motif:Prevents secretion from ER	15	2.6223776223776225	3.204325708125317E-10	Q8IWF2, Q9H488, Q15293, Q9BZQ6, Q9NYU1, Q6UW63, Q9Y680, Q8IXB1, Q96AY3, Q7Z4H8, P11021, Q9Y4L1, Q14257, O43852, Q9BS26	514	61	20063	9.598296868023219	4.985929537015821E-7	4.985929537015821E-7	5.347706166780597E-7
UP_SEQ_FEATURE	repeat:ARM 9	9	1.5734265734265735	6.045222996892261E-9	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	18	20063	19.516536964980546	9.406322759364372E-6	4.703172439612935E-6	1.0088885360470812E-5
UP_SEQ_FEATURE	repeat:ARM 8	9	1.5734265734265735	4.036276395568931E-8	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	22	20063	15.968075698620446	6.280248975087943E-5	2.0934601504762895E-5	6.736148341346393E-5
UP_SEQ_FEATURE	repeat:ARM 7	9	1.5734265734265735	8.873973606879561E-8	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	24	20063	14.63740272373541	1.380695030500645E-4	3.4519163080282134E-5	1.480978361168006E-4
UP_SEQ_FEATURE	repeat:ARM 6	9	1.5734265734265735	1.8018960885789025E-7	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	26	20063	13.511448668063455	2.803357552962904E-4	5.607343916780305E-5	3.0071840635415015E-4
UP_SEQ_FEATURE	cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	24	4.195804195804196	1.8618622003546223E-7	Q5JWF2, P60866, O15503, Q14974, Q99569, P49756, Q16576, P06493, Q07820, P16615, Q8N0X7, P0DP23, P62937, Q02224, Q9UKV3, P67809, P51665, P60900, O43707, Q7L590, P13797, P63279, P62191, P12004	514	255	20063	3.6737010757610435	2.896638246161487E-4	4.828313187954514E-5	3.107261349333257E-4
UP_SEQ_FEATURE	mutagenesis site	95	16.60839160839161	3.0735770386299565E-7	P07355, Q09161, P25440, O14745, P31689, P42224, Q9P0K1, Q99519, Q14524, Q96EY1, P53778, Q9BYF1, Q16630, Q92820, P11586, P18615, P61769, P27487, Q13283, P15151, Q7Z5G4, Q9H307, O95071, P59998, Q9Y265, P50402, P09651, P10415, P05556, Q9Y6R1, P52298, Q13155, P39880, Q07820, Q13352, P14735, Q07817, P22460, P11940, P37173, Q9UKV3, O14818, P52630, P67809, Q9Y5S9, Q12959, P27105, O15503, Q00403, Q14974, P26358, O43633, Q9BSM1, Q14160, Q14CM0, Q96FV9, Q15303, P09874, P35222, O14964, O95373, Q5JRX3, P11310, P46379, P83916, Q96DZ1, O00429, P38919, P12004, P63279, Q92900, Q86U42, P63104, Q5JWF2, Q9P0L2, Q8TAD8, P13010, Q92502, P63165, P25205, Q13838, Q14653, Q14315, P06731, P62937, P09603, Q9Y5U4, Q13438, P33527, O14980, Q7KZI7, O43592, Q9UER7, P15144, P61326	514	2191	20063	1.6924427308746253	4.7813431801557726E-4	6.831890339709101E-5	5.129487057553561E-4
UP_SEQ_FEATURE	repeat:ARM 5	9	1.5734265734265735	4.626958964142214E-7	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	29	20063	12.113712598953443	7.196958759171368E-4	8.99903232928212E-5	7.721913881542086E-4
UP_SEQ_FEATURE	repeat:ARM 4	9	1.5734265734265735	8.129687940734316E-7	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	31	20063	11.332182753859671	0.0012641802078660058	1.4054345148306613E-4	0.0013567567415440074
UP_SEQ_FEATURE	repeat:ARM 3	9	1.5734265734265735	2.7867755793786163E-6	O00629, P52294, O60684, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	514	36	20063	9.758268482490273	0.004326840977536106	4.3352888354597496E-4	0.00465075417392935
